43603.07095873028,56887.649230457355,95214.28766627055,110000.0,110000.0,9115.771203675744
17415.265522818187,30211.412676475557,77876.9502313155,110000.0,110000.0,8868.536976350235
28286.232619903174,50152.99272556661,93550.15709473185,110000.0,110000.0,8261.85488699861
896.1628603095282,1727.9953443382485,19103.559163733105,59594.60863359104,110000.0,792.8255394580927
30369.646455163955,48771.12095803761,90739.43075650874,110000.0,110000.0,10715.864799366214
36176.09619096693,56153.573401271424,96314.38629916705,110000.0,110000.0,11971.994343688068
38226.50623836455,57805.723814414996,97958.72337719834,110000.0,110000.0,12280.065314453666
41992.41180534894,63634.08111532239,101661.45298729924,110000.0,110000.0,13489.607980770965
38250.142528818535,56736.94619344394,98855.2050497968,110000.0,110000.0,12871.081038469416
38922.43939779462,61514.11992775194,101150.08301613019,110000.0,110000.0,13021.383823033999
37070.17433236434,56032.903653180445,97083.68250881098,110000.0,110000.0,12137.51058288727
40842.96422302417,63215.04089079683,101355.81005912206,110000.0,110000.0,13178.414664429263
40121.95395526258,58636.43192852295,99372.62909503735,110000.0,110000.0,13080.537775931474
39504.59843263188,60368.31873795612,100539.41031470145,110000.0,110000.0,13073.058641341831
38740.960601038685,58775.53305375023,98863.25754709437,110000.0,110000.0,12843.075172249297
40465.801377763615,61484.675594884495,100767.83969998371,110000.0,110000.0,13217.656494902963
40136.860835533545,60265.58028741207,99660.66445309226,110000.0,110000.0,13141.413945591567
39844.204722950366,59712.474232446104,99430.39515652556,110000.0,110000.0,13138.64152808268
40329.969997068365,60969.41666741842,100662.98984847304,110000.0,110000.0,13309.6163031247
